ECcode,OutsideFarm-11,TxAntibiotic-9,Baseline-26,Baseline-25,OutsideFarm-1,Neg-DNAextr,Baseline-17,TxAntibiotic-1,OutsideFarm-13,Baseline-9,TxAntibiotic-10,OutsideFarm-9,Baseline-24,Baseline-14,Baseline-1,TxAntibiotic-4,Baseline-32,Baseline-4,TxAntibiotic-8,Baseline-30,Neg-DNAextr,Baseline-15,OutsideFarm-2,Neg-DNAextr,Baseline-6,Baseline-33,Baseline-29,Baseline-2,Neg-DNAextr,Baseline-8,Baseline-19,Baseline-28,Baseline-18,Baseline-31,OutsideFarm-4,SequencingBlank,TxAntibiotic-3,Neg-DNAextr,TxAntibiotic-5,Baseline-23,TxAntibiotic-6,Baseline-22,Baseline-27,TxAntibiotic-7,Baseline-12,Baseline-21,Neg-DNAextr,Baseline-20,OutsideFarm-5,Baseline-16,OutsideFarm-7,Kefir,OutsideFarm-6,Baseline-5,OutsideFarm-10,Baseline-13,Baseline-7,OutsideFarm-12,Baseline-3,TxAntibiotic-11,OutsideFarm-8,TxAntibiotic-12,TxAntibiotic-2,OutsideFarm-3,Baseline-10,Baseline-11
4.1.99.5,16.197,11.114,18.239,14.159,16.204,0,34.446,26.294,59.001,21.258,32.518,18.161,25.343,18.218,17.217,27.337,12.128,20.195,10.123,15.204,1.0095,10.13,16.167,0,14.165,10.137,26.36,15.181,0,26.222,11.131,46.503,9.1042,25.375,18.211,0,14.152,0,28.32,11.149,10.096,17.198,24.326,22.271,24.284,20.261,0,12.151,14.155,20.195,21.272,102.82,17.198,26.325,17.2,24.226,10.12,12.15,17.201,6.094,17.206,11.152,28.347,21.272,16.214,11.139
4.2.1.1,7676,2807.6,2051.2,6257.2,6052.4,155.33,8797.6,4558.5,14367,7074.1,6930.2,16329,6571.5,4814.7,6724.4,3972.7,6737,12456,3244.2,5536.8,463.93,2015.5,5392.8,166.1,5369.1,3127.4,7011.6,4971.9,99.855,9265.1,3191.2,12208,3330.5,4696.1,5850.9,105.78,6272.4,145.75,6705.3,3128.8,3508.7,3234.6,9750.6,4315.7,6523.5,6862.9,149.72,5328.5,4624.6,8515.7,5556.5,1.59E+05,5752,7303.5,4025.8,12360,4786.2,3223.6,5378.4,2557.3,4037.9,4157.2,7531,5942,5525.6,5464.8
4.2.1.10,4489.7,1969.3,1697.9,3831.6,3950,110.28,5756.8,2700.5,13347,4044,5541.1,9501.6,4425.9,2994.3,3958.2,2335.9,4132,7710.7,2248.6,3272.3,427.8,1333.5,3034.4,113.09,2911.4,2272.6,4079.4,2891.9,66.183,5224.7,2046.7,8222.3,1955.4,3457.5,3137.2,64.39,3833,92.117,4014.3,2194,2329.3,2038,6959.9,3503.7,3877.6,4551.2,94.313,3220.5,3049.6,5219.9,3991.5,1.68E+05,3660.2,4339.3,2335.8,7169.9,2818.2,2257.4,3214.6,1601.3,2786.5,2756.4,4400.3,3447.3,3164.8,2985.7
4.2.1.100,29.329,4.6832,6.1119,18.668,22.191,1.1858,24.457,9.3604,60.999,16.316,2.3425,37.86,13.925,19.915,15.148,10.538,18.707,14.129,2.3509,24.551,1.1657,8.2314,25.686,0,10.523,9.4447,8.1611,33.83,0,22.479,18.918,33.688,11.723,15.063,12.867,0,17.491,0,32.674,14.2,18.851,14.023,24.552,3.5202,20.954,4.656,0,18.696,15.189,21.248,22.091,265.75,10.494,26.872,23.358,42.453,23.456,8.2086,28.085,3.4888,11.728,11.606,28.005,31.713,16.362,14.073
4.2.1.104,493.9,186.16,158.91,521.53,388.93,15.415,791.95,353.35,1347.7,512.79,798.78,1178.4,472.29,328.01,466.08,273.98,406.89,937.2,295.04,417.37,33.804,123.47,315.23,16.492,364.8,256.19,464.02,313.81,10.45,737.09,191.54,1428.8,259.08,346.44,417.59,12.648,380.15,3.4981,484.28,217.74,210.9,212.68,782.15,328.55,424.89,678.6,12.968,389.12,310.8,812.14,416.24,10062,471.08,512.91,263.95,982.32,324.86,235.7,368.62,204.67,321.34,328.45,520.42,384.08,419.56,401.07
4.2.1.108,417.65,136.98,188.25,308.02,351.56,9.486,399.47,235.18,527.12,363.61,346.69,566.71,400.35,257.72,372.86,194.36,355.44,388.54,141.05,289.94,45.461,98.777,274.37,12.958,252.55,160.56,389.4,230.98,1.1611,322.99,140.7,528.56,194.6,268.81,324.01,8.0488,323.01,4.6642,273.06,172.77,197.94,197.49,611.46,208.86,339.91,453.96,4.7157,267.59,241.86,322.26,281.37,17939,283.34,376.21,198.55,449.3,240.42,166.52,283.19,88.382,214.62,169.45,361.73,266.62,267.63,247.44
4.2.1.109,803.62,273.97,216.36,736.21,677.42,13.043,973.63,524.18,1643.5,771.51,893.65,1504.9,768.2,565.82,770.2,403.95,662.94,1303.4,329.13,570.52,74.602,268.11,665.49,20.026,582.27,286.88,690.2,564.62,8.1278,886.16,403.19,1687.9,384.51,384.68,553.27,12.648,665.84,15.159,734.01,401.16,426.51,393.81,1217.1,467.01,665.86,684.42,20.042,508.31,463.86,923.11,537.16,15872,664.64,769.96,421.62,1049.5,525.41,358.83,613.2,254.68,455.04,391.12,925.32,716.47,574.99,588.7
4.2.1.11,15338,5375.2,3916.5,11746,11883,297.62,16394,8755.4,34466,13370,12928,29211,13173,9182,12173,7466.6,13315,22850,6162.9,11234,1043.3,3889.9,9813.1,299.21,9656.6,5913.5,13750,9115.6,193.91,17082,6101,23653,6441.8,7778.2,10888,200.07,12089,242.54,12592,6205.6,6686.3,5992.5,19747,7712.7,12473,13423,246.39,9969.9,8934.9,16193,10570,4.16E+05,11129,14029,7851.9,21296,9585.2,6063.8,10254,4469.1,7590.2,8092.8,14249,10940,10499,10259
4.2.1.112,1285.8,407.44,90.456,318.52,212.57,3.5573,3138.7,183.7,1812.7,476.66,2546.3,480.35,1643.2,221.41,445.11,161.58,1149.3,399.14,185.72,1694,16.319,102.3,197.31,8.246,432.61,1493.4,947.86,209.98,19.739,256.74,148.98,3065.6,168.81,1601.3,279.56,12.648,222.72,23.321,353.58,224.84,360.53,147.24,2658.6,835.45,275.89,1628.4,23.578,341.21,203.3,253.8,810.39,2732.4,605.17,370.37,172.85,346.7,199.37,1329.8,220,782.64,883.1,682.43,333.72,259.57,230.23,202.88
4.2.1.113,2752.3,768.05,569.63,1948.5,1784.6,41.501,2841.7,1262.5,8013.8,2207.3,2047.3,5036.5,2057.4,1567.4,1936.6,1197.8,2188.8,3705.3,957.99,1781.7,141.04,662.04,1555.2,49.476,1603,995.23,2243.1,1551.5,40.639,2621.8,1071.2,4207.6,997.63,1218.9,1610.7,29.895,1700.2,44.31,2163.5,977.47,1185.3,915,3340.2,1322.4,2118.6,2140.6,27.115,1736.4,1314.5,2507.3,1759.1,47776,1697.7,2308.7,1183.1,3610.9,1423.8,965.1,1556.4,853.58,1230.2,1526.2,2318.6,1900.4,1701.6,1485.8
4.2.1.115,757.87,323.14,277.48,546.04,593.32,16.601,939.86,506.63,1630.8,679.44,962.76,907.45,739.19,446.33,581.44,394.58,584.61,813.58,322.07,473.48,66.442,231.65,477.52,12.958,436.12,425.01,664.55,443.3,19.739,558.44,334.61,1087.3,315.35,909.56,460.87,13.798,597.04,18.657,648.82,345.54,393.52,337.72,996.11,651.23,620.46,634.37,20.042,453.39,426.47,584.32,651.1,19930,576.02,664.8,428.63,810.15,476.15,443.26,479.79,305.85,379.98,421.29,694.29,476.86,507.21,472.6
4.2.1.12,28.156,8.1956,1.2224,50.17,56.062,0,34.939,17.551,18.415,32.632,58.562,133.69,12.765,25.772,66.417,23.417,16.369,87.127,8.2281,29.227,0,5.8796,28.021,0,51.446,10.625,32.645,25.664,0,99.383,7.0942,13.94,31.652,6.952,51.467,0,59.471,2.3321,31.507,4.7335,31.811,10.517,10.522,18.774,47.727,13.968,0,30.382,37.389,66.105,24.416,95.997,53.637,21.031,18.687,74.293,38.702,8.2086,23.404,9.3033,18.764,23.212,49.008,35.236,29.217,29.318
4.2.1.126,4110.8,1518.5,1202.8,2937.9,2912.9,80.631,4289.3,1927.1,12403,3158.3,3506.7,7012.3,3439.5,2154.3,3037.7,1703.6,3153.4,5605.6,1545.7,3050.2,341.54,1057.1,2272,57.722,2291.7,1527.7,3261,2245.6,51.089,4262.8,1544.2,5287.9,1629.5,2173.7,2402.6,37.944,2829,79.291,3018.9,1493.4,1668.3,1422.2,5002.7,2183.7,2854.3,3204.5,70.735,2298.5,2120.7,4253.1,2804.4,1.39E+05,2546.6,3470.1,1824.3,5386.8,2150.9,1611.2,2409.5,1221.1,2038.3,2267.8,3276.6,2471.2,2612,2414.6
4.2.1.134,37.541,19.904,20.781,29.169,23.359,2.3715,78.03,29.251,179.54,33.797,57.391,27.212,26.69,16.401,39.617,14.05,37.415,32.967,12.93,18.706,2.3313,11.759,18.681,1.178,29.231,33.056,48.967,24.498,0,11.831,16.553,58.083,10.551,78.79,21.055,0,25.654,1.166,17.504,42.601,27.099,14.023,58.457,30.508,33.758,41.904,1.1789,23.371,30.379,33.052,63.948,337.16,39.645,14.02,17.519,17.689,21.11,24.626,16.383,22.095,24.628,27.854,28.005,19.967,17.53,16.418
4.2.1.148,709.77,189.67,124.68,512.2,583.98,16.601,725.56,402.5,931.09,682.94,669.95,1397.3,464.17,470.93,642.03,427.37,600.98,1059.7,229.21,549.47,18.651,190.5,528.89,16.492,479.38,216.05,706.52,481.79,8.1278,844.75,299.14,892.16,329.42,266.49,529.88,10.348,594.71,17.491,542.63,319.51,354.64,289.81,851.13,308.6,677.5,533.11,21.22,521.16,469.7,886.51,416.24,5316.1,583.01,694.01,365.56,1027.1,472.63,236.88,497.35,130.25,338.93,359.78,711.79,587.27,504.87,504.27
4.2.1.151,1060.5,636.92,444.95,922.89,937.87,41.501,1820.3,622.46,2983.2,1071,1472.2,2194.7,1186,688.83,1028.9,581.92,1092,1701.3,614.76,923.59,78.099,436.26,715.7,29.45,684,722.52,992.16,685.94,23.222,1187.9,520.24,2383.7,555.67,1289.6,722.88,22.997,946.87,30.317,879.88,569.2,589.1,550.4,1655.5,946.92,952.22,1583,24.757,780.58,716.24,1214.7,1191.8,25890,808.06,1025.8,505.71,1633.3,695.47,654.34,738.41,507.03,713.05,666.18,1021,781.07,737.44,823.24
4.2.1.171,1.1732,0,0,0,0,0,0,0,1.1509,3.4963,0,1.1831,0,0,0,0,1.1692,1.1774,0,0,0,0,4.6701,0,1.1692,1.1806,0,3.4997,0,0,2.3647,3.485,3.5169,0,0,0,4.6644,0,1.1669,0,0,0,10.522,4.6936,0,1.164,0,0,1.1684,1.1804,2.3254,2.3414,1.166,5.8418,1.1679,2.3585,0,0,0,1.1629,3.5183,0,0,0,1.1687,0
4.2.1.19,2930.6,990.5,674.76,2463,2640.8,66.402,3086.3,1831.1,5537.1,2685.1,2527.5,5166.7,2355.7,1790,2631,1518.6,2985,4166.8,1090.8,2717,150.37,736.12,1977.8,73.036,2105.8,1238.4,3167.7,1933,34.833,3283.2,1319.5,4417.8,1160.6,1388.1,2307.8,42.544,2545.6,54.804,2546.3,1321.8,1155.8,1265.6,3544.8,1324.8,2474.8,2394.3,61.304,1991.2,1781.8,3247.4,2219.6,51871,2178.1,2947.8,1786.9,4175.8,1914,1292.3,2166.1,937.31,1467.1,1456.5,3001.2,2225.8,2134,2215.3
4.2.1.2,8059.7,3355.5,2890.9,6580.4,6394.6,161.26,10378,4910.7,20347,7208.2,9012.7,18375,8796,5195.5,6934.1,4203.4,6721.8,14349,3867.2,6294.4,650.44,2463.5,5313.5,147.25,5130.5,3740.1,6983.6,5008.1,104.5,9924.1,3531.7,14621,3770.1,5109.7,5822.8,112.68,6565.1,187.73,6932.8,3989.1,4038.9,3357.3,12671,4890.7,6656.2,8447.1,143.83,5569.2,4996.1,10361,6292.5,2.45E+05,6110,7919.2,4226.7,12948,5156.8,3984.7,5536.3,2823.6,4410.8,4756.1,7665.1,5945.5,6033.9,5590.3
4.2.1.20,11978,4497.1,3364,9719,9816.7,231.22,14038,6945.4,28789,11072,12071,22894,11018,7655.6,10070,6025.3,10869,18509,5117.9,9266.3,951.18,3464.2,7983.6,270.94,8082.8,5215.8,11581,7620,175.33,13587,5009.7,18142,5283.6,6978.7,8598.5,164.43,10039,247.2,10019,5121.6,5614.1,5130.1,15179,6977,10294,11308,234.6,7934.3,7419.4,13514,8613.2,3.37E+05,8994.7,11499,6517,17135,7778,5225.4,8512.2,3722.5,6521.8,6362.3,11648,8684.6,8416.9,8516.2
4.2.1.22,678.09,241.19,173.58,460.86,499.89,18.972,651.03,340.48,1542.2,589.71,539.94,971.34,504.79,388.93,457.92,307.94,596.3,721.74,251.55,453.61,66.442,164.63,400.46,12.958,434.95,310.49,542.13,400.13,9.2889,547.79,270.76,967.67,256.73,341.81,375.48,12.648,482.77,18.657,547.3,281.64,291.01,220.86,789.17,254.63,562.25,459.78,12.968,391.46,349.36,568.97,476.7,23011,415.11,627.41,331.69,735.86,361.22,268.54,450.54,251.19,283.81,436.38,591.6,475.69,395.02,418.66
4.2.1.24,4251.6,1734,1245.6,3571.4,3257.4,105.53,5896.5,2499.2,10827,3955.5,4556.1,10898,4185.7,2822.1,3775.3,2259.8,3810.5,7894.4,2128.7,3374,283.25,1154.7,2805.6,81.282,2734.8,1826.4,3757.6,2875.6,61.539,5542.9,1888.2,9030.8,2046.8,2520.1,3144.2,54.042,3244.1,75.793,4138,1783.3,2226.8,1720.2,6355.4,2759.8,3729.7,4156.6,77.808,3042.9,2621.9,5686.2,3641.5,85418,3252.1,4160.6,2137.3,7483.6,2654,1830.5,2775.8,1624.6,2251.7,2781.9,4654.6,3356.8,3245.4,2950.5
4.2.1.28,794.23,255.24,201.69,613.71,621.36,13.043,896.76,389.62,2148.8,721.4,721.48,1778.2,837.83,454.53,749.22,395.75,647.74,1290.4,292.69,561.17,26.81,191.67,429.65,15.314,513.29,358.9,831.27,487.62,10.45,998.56,310.96,1248.8,298.94,415.96,494.79,11.498,550.4,22.155,648.82,327.79,326.36,319.02,998.44,302.73,596.01,706.54,5.8946,465.07,393.76,1122.6,618.55,10838,566.69,699.85,381.91,1274.8,486.71,360.01,485.64,302.36,389.36,540.83,642.94,509.75,564.48,513.65
4.2.1.3,756.69,480.03,182.14,427.03,455.51,10.672,1035.4,305.38,2118.8,552.41,828.06,1470.6,676.53,388.93,554.64,289.2,496.92,1047.9,273.88,424.38,57.117,152.87,370.11,8.246,457.17,200.7,580.61,400.13,6.9667,690.95,281.4,1454.4,267.28,415.96,407.06,6.899,485.1,19.823,554.3,229.57,285.12,210.34,917.77,520.98,462.14,1182.6,9.4313,393.79,323.65,748.4,662.73,17582,408.11,517.59,314.17,1088.5,391.71,228.67,424.79,309.34,292.02,300.59,560.1,432.23,467.48,402.24
4.2.1.33,11719,5200.7,3461.8,9862.5,9551.6,260.87,14905,6759.3,28951,10886,12353,22689,11689,7420.1,10055,5965.6,10630,18034,5016.8,8864.1,857.92,3380.7,7698.7,208.5,7760.1,5422.4,10941,7364.5,167.2,13341,5034.5,19694,5182.7,6742.3,8217.2,173.62,9661.1,264.69,10283,5178.4,5843.9,4766.6,17002,7276.2,10201,13338,229.89,8213.6,7219.6,13411,9470.1,3.20E+05,8984.2,11440,6213.3,16659,7392.1,5071.7,8096.8,4169.1,6520.6,6723.3,11273,8437.9,8449.6,8069.4
4.2.1.36,0,0,0,1.1667,0,0,0,1.17,1.1509,0,4.6849,0,0,0,1.1652,0,1.1692,2.3548,0,0,0,1.1759,1.1675,0,1.1692,0,2.3318,0,0,0,1.1824,0,0,1.1587,0,0,0,0,0,0,0,2.3372,0,0,5.8204,0,0,1.1685,3.5052,2.3609,0,1.1707,0,4.6735,2.3358,2.3585,0,1.1727,7.0213,0,1.1728,0,3.5006,2.3491,0,1.1727
4.2.1.40,168.94,31.612,34.227,128.34,120.3,4.743,185.18,86.583,120.85,165.49,91.356,459.05,239.05,115.98,188.76,99.523,177.72,370.88,62.299,101.71,5.8283,38.805,161.12,3.534,122.77,62.571,164.39,94.492,0,334.82,87.495,225.36,59.787,56.775,125.16,0,137.6,3.4981,162.21,86.386,63.623,64.272,239.67,36.375,144.35,235.13,4.7157,128.54,80.621,254.98,130.22,1669.4,124.77,177.59,100.44,363.21,113.76,60.978,124.04,69.775,73.885,95.168,177.36,149.17,139.07,121.96
4.2.1.41,1154.4,436.71,310.49,934.56,986.93,20.158,1376.6,650.54,1320.1,1134,1211.1,3911.4,1160.4,783.71,1011.4,659.2,1018.4,3133,547.76,776.28,67.608,346.89,810.27,27.094,779.87,482.86,953.69,733.77,13.933,2085.9,480.04,2149.1,531.05,735.76,942.79,27.596,937.54,23.321,1117.9,555,559.64,458.08,1543.3,606.64,988.31,1133.7,27.115,861.21,688.2,2069.3,942.94,24799,939.82,1213.9,657.54,2708.8,835.03,476.1,862.46,396.55,582.87,616.27,1182,940.81,916.25,755.23
4.2.1.42,918.59,263.43,255.48,913.56,819.91,17.786,1252,632.99,1722.9,869.41,1015.5,3110.4,895.85,672.42,921.67,511.67,710.88,2101.6,497.21,655.86,41.964,295.15,716.87,22.382,617.35,413.2,805.62,702.27,9.2889,1665.8,456.4,1914.4,485.33,455.36,801.25,14.948,813.94,22.155,897.38,376.31,434.75,378.62,1471.9,532.72,847.45,827.6,23.578,723.32,633.28,1527.5,832.48,16201,746.26,1156.7,565.27,2057.8,607.51,401.05,747.77,265.15,493.74,560.56,967.33,757.58,814.58,693.07
4.2.1.44,1203.7,768.05,452.28,1050.1,962.4,27.272,1593.2,712.56,2343.3,1055.9,1207.5,2720,1253.3,862.2,1094.1,632.27,887.43,2099.3,595.95,848.76,111.9,343.37,756.56,36.518,775.19,628.07,914.05,828.26,9.2889,1561.7,587.64,2639.3,563.88,913.03,786.04,21.847,1005.2,23.321,1096.9,517.13,618.55,515.34,1786.4,817.85,960.37,1154.7,20.042,819.14,747.79,1453.1,898.76,41012,924.66,986.1,623.67,1825.5,778.73,601.57,870.65,451.21,586.39,651.09,1186.7,839.8,908.07,817.38
4.2.1.45,1733.9,704.82,565.96,1506.3,1483.3,46.244,1972.9,1007.4,3608.1,1671.2,1699.5,3287.9,1649,1134,1562.5,882.83,1525.8,2544.3,813.41,1397.1,94.418,576.2,1200.2,29.45,1186.8,790.99,1497,1084.9,22.061,1868.2,779.18,3031.9,781.92,1210.8,1325.3,28.746,1442.5,26.819,1476.2,820.08,887.18,743.22,2600.2,1135.8,1447,1741.3,29.473,1209.4,1067.9,1856.8,1482.4,40028,1352.6,1625.2,867.77,2452.9,1196.2,782.16,1203,516.34,896,887.85,1562.4,1209.8,1229.5,1263
4.2.1.46,6149.7,2667.1,1925.3,4929.5,5229,109.09,6693.1,3806.2,13619,5747.9,6047.1,10331,5124.4,3760.4,5332,3185.9,5782.9,8839.9,2617.7,4661.2,448.78,1855.6,4280.2,128.4,4201,2723.6,5813.1,3938.3,89.405,6601.8,2698.2,9689.4,2766.6,3915.2,4441.4,82.787,5085.4,138.76,5065.7,2904,2874.8,2829.1,8354.7,3575.3,5284.9,6392.6,126.14,4335.2,3937.6,6466.5,4385.7,1.65E+05,4741.1,5935.3,3464.1,8251.3,4054.3,2901.2,4630.6,1943.2,3331.8,2896.8,5923,4727.5,4438.7,4404.7
4.2.1.47,3241.5,1431.9,1953.4,2436.2,2587,75.888,3124.7,2012.5,5558.9,2918.2,3307.6,5318.1,2853.5,1968.1,2541.3,1522.1,2928.9,4212.7,1384.7,2681.9,256.44,1010.1,2197.3,76.57,2026.3,1789.8,2900.7,1963.3,41.8,3192.1,1395.2,5093.9,1410.3,2412.4,2298.5,51.742,2567.8,61.8,2483.3,1674.5,1444.5,1437.4,4234.6,2039.3,2597.1,2776.1,37.725,2092.8,1951.3,3017.2,2109.1,90488,2474.3,3063.5,1851.2,4108.5,2051.2,1930.2,2238.6,922.19,1829.5,1457.7,2898.5,2492.4,2269.6,2442.8
4.2.1.48,394.18,162.74,107.57,273.02,321.19,8.3003,400.63,216.46,750.4,343.8,407.59,590.37,263.42,220.24,299.46,192.02,285.29,449.76,157.51,286.43,22.147,104.66,242.85,5.89,281.78,179.45,385.91,204.15,2.3222,384.52,135.97,527.4,178.19,206.24,263.18,10.348,267.04,9.3283,322.08,159.76,167.3,141.4,383.48,219.42,325.94,443.48,4.7157,247.73,247.7,370.66,248.81,14009,276.35,304.94,209.06,411.56,206.41,165.34,237.56,98.848,192.33,203.1,340.72,347.66,250.1,263.86
4.2.1.49,3559.4,975.28,831.22,2198.1,2178.2,60.474,3560.3,1567.9,8788.4,2529,2780.5,7002.9,2594.7,1787.7,2526.2,1389.8,2744.1,5486.6,1275.4,2375.6,221.47,765.52,1864.6,54.188,1764.4,1200.7,2414.5,1922.5,48.767,3857,1142.2,5616.6,1283.7,1687,2185,41.394,2318.2,57.136,2419.1,1158.5,1435,1170.9,4322.3,1634.5,2337.5,2318.7,55.409,1958.5,1718.7,3824.6,2156.8,86392,1983.4,2793.6,1429.5,5063.7,1726.3,1185.6,1868.8,1067.6,1550.4,1935.9,2882.2,2059,2014.8,2045.2
4.2.1.51,6139.2,2758.4,2001,5000.7,4958,135.18,8108.1,3641.2,16521,5688.5,6476.9,11007,5479.5,4059.1,5302.8,3006.8,5503.5,8610.3,2758.8,4654.2,463.93,1827.4,3820.2,115.44,3969.5,2811,5525.1,3814.7,99.855,6534.4,2854.2,8654.4,2733.8,4261.6,4097.5,89.686,4920.9,118.94,5258.2,2862.6,2944.3,2731,9122.8,3955.5,5265.2,6172.6,117.89,4183.3,3851.1,6042.7,4810,1.88E+05,4683.9,5629.2,3169.7,8013.1,3757.6,2946.9,4237.4,2121.2,3423.3,3465.5,5809.8,4453.9,4309,4227.6
4.2.1.59,2657.2,1531.4,1063.5,2284.5,2362.8,66.402,3927.1,1734,8985.2,2540.6,3355.6,5741.7,3322.3,1848.6,2479.6,1532.7,2511.5,4860.3,1367,2071.6,210.98,843.13,1933.4,42.408,1881.3,1368.3,2496.1,1682.2,39.478,3551.7,1275.8,6054.6,1406.8,2156.3,1935.9,42.544,2398.7,67.63,2354.9,1468.6,1541.1,1255.1,4523.4,2148.5,2502.8,4341.7,63.661,2028.6,1786.5,3255.7,2562.6,84126,2163,2640.5,1395.7,4379.8,1869.4,1463.5,2009.3,1105.9,1583.2,1644.6,2667.5,2144.7,2121.2,1953.7
4.2.1.6,41.061,25.758,17.113,42.003,59.566,0,92.006,36.271,109.34,47.783,31.623,286.31,73.107,45.687,44.278,25.759,56.122,197.8,47.018,33.904,5.8283,24.694,31.523,1.178,36.246,17.709,37.308,45.496,2.3222,189.3,23.647,234.66,28.135,33.601,47.958,0,36.149,0,75.851,22.484,23.564,12.854,90.024,36.375,51.22,75.659,1.1789,30.382,46.737,175.89,72.087,1765.4,53.637,54.913,39.709,255.9,57.467,11.727,37.447,25.584,28.147,25.533,64.178,39.934,38.567,29.318
1.11.1.21,4410.2,1836.8,1145.7,3769.4,3495.6,87.395,35882,2702.8,8095.1,4376.2,4762.7,7632.6,12764,2834.1,3676,2649.9,3876.4,6209.9,2023.7,3736.6,362.77,1238.9,3114.6,131.56,3190.4,4125.8,4335.6,2802.5,68.449,4670.2,2169,8320.9,2057.3,12946,3104.6,240.11,3702.4,238.39,3851.5,2134.4,1956.6,2151.1,6996.9,14003,4052.6,26165,214.48,3120.5,2661.2,4556,30769,81990,3474.7,4035.3,2428.5,5893.3,3031.6,2533.4,3225,1599.9,2705.3,3140.4,4405.3,3660.8,3509.9,3100.6
4.2.1.68,574.85,152.2,91.679,452.7,414.63,10.672,631.23,301.87,3186.9,496.47,449.75,1021,392.22,376.04,450.93,298.57,541.35,817.11,223.34,498.03,22.147,138.76,443.66,12.958,416.24,219.59,531.64,422.3,11.611,612.86,292.05,1040.9,255.56,218.99,396.53,4.5993,394.14,9.3283,540.29,239.04,332.25,204.5,724.87,213.56,442.35,318.93,11.789,414.83,292.1,629.18,346.48,5872.2,399.95,494.22,335.19,805.43,363.57,209.91,425.96,134.9,272.08,258.81,694.29,422.84,439.43,450.32
4.2.1.69,11.732,2.3416,1.2224,4.667,3.5039,0,4.6585,4.6802,1.1509,6.9926,2.3425,7.0987,11.604,2.3429,6.9912,3.5126,10.523,4.7096,3.5263,5.8455,0,4.7036,3.5026,0,1.1692,7.0835,3.4976,5.8328,0,13.014,7.0942,11.617,4.6892,9.2694,2.3394,0,5.8305,0,10.502,2.3667,3.5346,1.1686,45.596,1.1734,5.8204,4.656,0,2.3371,10.516,7.0827,25.579,14.048,3.4981,5.8418,1.1679,5.8963,5.864,3.518,5.8511,4.6517,2.3455,3.4818,5.8343,3.5236,5.8434,9.3817
4.2.1.70,1668.2,429.68,405.83,1358.1,1433.1,27.272,1866.9,957.1,2707,1511.6,1718.2,3375.4,1664.1,1077.8,1333,826.63,1365.6,2623.2,722.9,1360.8,94.418,455.08,1222.4,30.628,1102.6,649.32,1563.4,1150.2,26.706,1967.5,711.79,2882.1,720.96,1075.2,1100.7,27.596,1303.7,45.476,1478.5,764.46,787.04,647.39,2242.4,762.7,1449.3,1634.2,25.936,1239.8,1030.5,1893.4,1191.8,39086,1267.5,1662.6,939.01,2357.3,1097.7,648.48,1222.9,584.95,866.68,989.98,1759.6,1153.4,1231.8,1076.5
4.2.1.75,11815,4284,3031.5,9171.8,8721.2,254.94,14137,6654,19865,10554,10235,22638,9852,7208.1,9757.4,5552.2,10593,17843,4624.2,8858.2,723.87,3230.2,7486.2,227.35,7462,5038.7,10213,7285.2,155.59,12924,4536.8,18335,4841.6,7336.7,7865.1,164.43,8955.6,239.04,9650.6,4683.8,5470.4,4826.2,14857,6506.4,9760.8,10493,193.34,7558,6768.6,12867,8936.4,2.31E+05,8473.5,10696,5975.1,16665,7307.7,5020.1,7855.7,3477.1,5888.5,6074.5,11069,8435.6,8275.5,7825.5
4.2.1.79,1054.7,374.66,293.37,949.73,965.9,21.344,1194.9,704.37,1915.1,1052.4,1126.7,3175.5,778.65,753.26,1023,631.1,940.05,2210,523.07,888.51,38.467,312.79,774.08,27.094,784.55,480.5,1074.9,752.44,22.061,1742.7,498.96,1728.6,494.71,663.92,846.87,26.446,948.04,23.321,996.57,411.81,516.05,506,1386.6,447.06,992.96,682.1,17.684,767.72,694.04,1532.2,761.56,13762,812.72,1176.5,673.89,2099.1,819.78,474.93,822.67,377.95,588.73,514.14,1200.7,919.67,876.52,827.93
4.2.1.8,3273.1,1304.3,1004.8,2702.2,2652.4,62.845,3979.5,1856.9,7979.3,2857.6,3279.5,4954.9,3287.5,1917.7,3020.2,1504.6,3218.8,4010.2,1377.6,2877.1,181.84,953.66,2045.5,67.146,2147.9,1498.2,3227.2,2034.5,53.411,2860.8,1487.4,5310,1345.8,2439,2158.1,37.944,2390.5,64.132,2611.6,1404.7,1451.5,1354.4,4818,2072.2,2506.3,3089.2,69.556,2170,1835.6,2975.9,2471.9,74733,2297.1,3078.7,1573.2,3820.8,1960.9,1615.9,2152,1138.5,1735.7,1762.9,2902,2091.9,2102.5,2167.2
4.2.1.80,103.24,30.441,14.669,73.505,65.406,3.5573,110.64,63.182,109.34,83.911,30.452,133.69,51.059,58.574,86.225,74.935,114.58,144.82,24.684,112.23,1.1657,22.342,46.701,1.178,93.538,20.07,117.75,55.995,0,104.12,34.289,67.377,35.169,22.015,52.637,3.4495,72.298,2.3321,106.19,24.851,51.841,31.552,101.71,59.843,79.158,102.43,0,58.426,53.747,108.6,38.369,561.93,69.962,91.133,28.03,143.87,83.268,38.698,63.192,9.3033,36.356,69.635,105.02,98.662,75.965,84.435
